characteristic, value, user_id, study_name, 
religionid,3,11637259,alexandersanchez.exemplars1,
birthmonth,4,11637259,alexandersanchez.exemplars1,
education,5,11637259,alexandersanchez.exemplars1,
genoccupation,9998,11637259,alexandersanchez.exemplars1,
raceethnic,hispanic,11637259,alexandersanchez.exemplars1,
gender,m,11637259,alexandersanchez.exemplars1,
reldenom,otherchristian,11637259,alexandersanchez.exemplars1,
relfamily,otherchristian,11637259,alexandersanchez.exemplars1,
religion,protestant,11637259,alexandersanchez.exemplars1,
state,tx,11637259,alexandersanchez.exemplars1,
citizenship,us,11637259,alexandersanchez.exemplars1,
residence,us,11637259,alexandersanchez.exemplars1,
politicalid,-1,11637935,alexandersanchez.exemplars1,
religionid,1,11637935,alexandersanchez.exemplars1,
birthyear,1974,11637935,alexandersanchez.exemplars1,
genoccupation,33-,11637935,alexandersanchez.exemplars1,
occupation,33-1000,11637935,alexandersanchez.exemplars1,
birthmonth,6,11637935,alexandersanchez.exemplars1,
education,7,11637935,alexandersanchez.exemplars1,
raceethnic,asian,11637935,alexandersanchez.exemplars1,
citizenship,ca,11637935,alexandersanchez.exemplars1,
residence,ca,11637935,alexandersanchez.exemplars1,
reldenom,justchristian,11637935,alexandersanchez.exemplars1,
gender,m,11637935,alexandersanchez.exemplars1,
relfamily,nondenominational,11637935,alexandersanchez.exemplars1,
state,on,11637935,alexandersanchez.exemplars1,
religion,protestant,11637935,alexandersanchez.exemplars1,
politicalid,-2,11638322,alexandersanchez.exemplars1,
birthyear,1966,11638322,alexandersanchez.exemplars1,
birthmonth,2,11638322,alexandersanchez.exemplars1,
religionid,3,11638322,alexandersanchez.exemplars1,
genoccupation,41-,11638322,alexandersanchez.exemplars1,
occupation,41-3000,11638322,alexandersanchez.exemplars1,
education,7,11638322,alexandersanchez.exemplars1,
gender,f,11638322,alexandersanchez.exemplars1,
reldenom,nondenominational,11638322,alexandersanchez.exemplars1,
relfamily,nondenominational,11638322,alexandersanchez.exemplars1,
state,oh,11638322,alexandersanchez.exemplars1,
religion,protestant,11638322,alexandersanchez.exemplars1,
citizenship,us,11638322,alexandersanchez.exemplars1,
residence,us,11638322,alexandersanchez.exemplars1,
raceethnic,white,11638322,alexandersanchez.exemplars1,
religionid,1,11639029,alexandersanchez.exemplars1,
genoccupation,13-,11639029,alexandersanchez.exemplars1,
occupation,13-2000,11639029,alexandersanchez.exemplars1,
birthyear,1997,11639029,alexandersanchez.exemplars1,
birthmonth,2,11639029,alexandersanchez.exemplars1,
politicalid,3,11639029,alexandersanchez.exemplars1,
education,7,11639029,alexandersanchez.exemplars1,
raceethnic,asian,11639029,alexandersanchez.exemplars1,
relfamily,atheist,11639029,alexandersanchez.exemplars1,
state,ca,11639029,alexandersanchez.exemplars1,
gender,m,11639029,alexandersanchez.exemplars1,
religion,none,11639029,alexandersanchez.exemplars1,
citizenship,us,11639029,alexandersanchez.exemplars1,
residence,us,11639029,alexandersanchez.exemplars1,
religionid,1,11639372,alexandersanchez.exemplars1,
education,12,11639372,alexandersanchez.exemplars1,
genoccupation,19-,11639372,alexandersanchez.exemplars1,
occupation,19-2000,11639372,alexandersanchez.exemplars1,
birthyear,1955,11639372,alexandersanchez.exemplars1,
politicalid,2,11639372,alexandersanchez.exemplars1,
birthmonth,8,11639372,alexandersanchez.exemplars1,
relfamily,atheist,11639372,alexandersanchez.exemplars1,
gender,m,11639372,alexandersanchez.exemplars1,
religion,none,11639372,alexandersanchez.exemplars1,
state,null,11639372,alexandersanchez.exemplars1,
citizenship,us,11639372,alexandersanchez.exemplars1,
residence,us,11639372,alexandersanchez.exemplars1,
raceethnic,white,11639372,alexandersanchez.exemplars1,
politicalid,-2,11639397,alexandersanchez.exemplars1,
birthmonth,12,11639397,alexandersanchez.exemplars1,
birthyear,1994,11639397,alexandersanchez.exemplars1,
religionid,4,11639397,alexandersanchez.exemplars1,
genoccupation,43-,11639397,alexandersanchez.exemplars1,
occupation,43-6000,11639397,alexandersanchez.exemplars1,
education,9,11639397,alexandersanchez.exemplars1,
raceethnic,black,11639397,alexandersanchez.exemplars1,
citizenship,br,11639397,alexandersanchez.exemplars1,
residence,br,11639397,alexandersanchez.exemplars1,
reldenom,evangelicalpresbyterian,11639397,alexandersanchez.exemplars1,
gender,f,11639397,alexandersanchez.exemplars1,
relfamily,presbyterian,11639397,alexandersanchez.exemplars1,
religion,protestant,11639397,alexandersanchez.exemplars1,
politicalid,-2,11639828,alexandersanchez.exemplars1,
birthmonth,11,11639828,alexandersanchez.exemplars1,
birthyear,1959,11639828,alexandersanchez.exemplars1,
religionid,3,11639828,alexandersanchez.exemplars1,
genoccupation,43-,11639828,alexandersanchez.exemplars1,
occupation,43-7000,11639828,alexandersanchez.exemplars1,
education,7,11639828,alexandersanchez.exemplars1,
gender,f,11639828,alexandersanchez.exemplars1,
relfamily,methodist,11639828,alexandersanchez.exemplars1,
religion,protestant,11639828,alexandersanchez.exemplars1,
state,sc,11639828,alexandersanchez.exemplars1,
reldenom,unitedmethodist,11639828,alexandersanchez.exemplars1,
citizenship,us,11639828,alexandersanchez.exemplars1,
residence,us,11639828,alexandersanchez.exemplars1,
raceethnic,white,11639828,alexandersanchez.exemplars1,
politicalid,0,11640165,alexandersanchez.exemplars1,
religionid,1,11640165,alexandersanchez.exemplars1,
genoccupation,11-,11640165,alexandersanchez.exemplars1,
occupation,Nov-00,11640165,alexandersanchez.exemplars1,
birthyear,1972,11640165,alexandersanchez.exemplars1,
birthmonth,4,11640165,alexandersanchez.exemplars1,
education,5,11640165,alexandersanchez.exemplars1,
raceethnic,black,11640165,alexandersanchez.exemplars1,
gender,f,11640165,alexandersanchez.exemplars1,
state,ga,11640165,alexandersanchez.exemplars1,
religion,none,11640165,alexandersanchez.exemplars1,
relfamily,spiritual,11640165,alexandersanchez.exemplars1,
citizenship,us,11640165,alexandersanchez.exemplars1,
residence,us,11640165,alexandersanchez.exemplars1,
politicalid,1,11640539,alexandersanchez.exemplars1,
birthmonth,11,11640539,alexandersanchez.exemplars1,
birthyear,1983,11640539,alexandersanchez.exemplars1,
religionid,4,11640539,alexandersanchez.exemplars1,
education,5,11640539,alexandersanchez.exemplars1,
raceethnic,black,11640539,alexandersanchez.exemplars1,
relfamily,churchofgod,11640539,alexandersanchez.exemplars1,
reldenom,churchoflivinggod,11640539,alexandersanchez.exemplars1,
gender,m,11640539,alexandersanchez.exemplars1,
genoccupation,null,11640539,alexandersanchez.exemplars1,
state,or,11640539,alexandersanchez.exemplars1,
religion,protestant,11640539,alexandersanchez.exemplars1,
citizenship,us,11640539,alexandersanchez.exemplars1,
residence,us,11640539,alexandersanchez.exemplars1,
politicalid,0,11640565,alexandersanchez.exemplars1,
genoccupation,11-,11640565,alexandersanchez.exemplars1,
occupation,Nov-00,11640565,alexandersanchez.exemplars1,
birthyear,1985,11640565,alexandersanchez.exemplars1,
religionid,2,11640565,alexandersanchez.exemplars1,
education,6,11640565,alexandersanchez.exemplars1,
birthmonth,7,11640565,alexandersanchez.exemplars1,
state,ca,11640565,alexandersanchez.exemplars1,
religion,catholic,11640565,alexandersanchez.exemplars1,
gender,f,11640565,alexandersanchez.exemplars1,
raceethnic,hispanic,11640565,alexandersanchez.exemplars1,
relfamily,romancatholic,11640565,alexandersanchez.exemplars1,
citizenship,us,11640565,alexandersanchez.exemplars1,
residence,us,11640565,alexandersanchez.exemplars1,
politicalid,0,11640582,alexandersanchez.exemplars1,
birthyear,1966,11640582,alexandersanchez.exemplars1,
religionid,2,11640582,alexandersanchez.exemplars1,
genoccupation,25-,11640582,alexandersanchez.exemplars1,
occupation,25-3000,11640582,alexandersanchez.exemplars1,
birthmonth,6,11640582,alexandersanchez.exemplars1,
education,9,11640582,alexandersanchez.exemplars1,
gender,f,11640582,alexandersanchez.exemplars1,
reldenom,justchristian,11640582,alexandersanchez.exemplars1,
state,md,11640582,alexandersanchez.exemplars1,
relfamily,nondenominational,11640582,alexandersanchez.exemplars1,
religion,protestant,11640582,alexandersanchez.exemplars1,
citizenship,us,11640582,alexandersanchez.exemplars1,
residence,us,11640582,alexandersanchez.exemplars1,
raceethnic,white,11640582,alexandersanchez.exemplars1,
politicalid,1,11640605,alexandersanchez.exemplars1,
birthmonth,11,11640605,alexandersanchez.exemplars1,
birthyear,1986,11640605,alexandersanchez.exemplars1,
religionid,2,11640605,alexandersanchez.exemplars1,
genoccupation,25-,11640605,alexandersanchez.exemplars1,
occupation,25-2000,11640605,alexandersanchez.exemplars1,
education,9,11640605,alexandersanchez.exemplars1,
relfamily,baptist,11640605,alexandersanchez.exemplars1,
gender,m,11640605,alexandersanchez.exemplars1,
state,pa,11640605,alexandersanchez.exemplars1,
religion,protestant,11640605,alexandersanchez.exemplars1,
reldenom,unknownbaptist,11640605,alexandersanchez.exemplars1,
citizenship,us,11640605,alexandersanchez.exemplars1,
residence,us,11640605,alexandersanchez.exemplars1,
raceethnic,white,11640605,alexandersanchez.exemplars1,
religionid,1,11640836,alexandersanchez.exemplars1,
birthmonth,12,11640836,alexandersanchez.exemplars1,
birthyear,1988,11640836,alexandersanchez.exemplars1,
genoccupation,25-,11640836,alexandersanchez.exemplars1,
occupation,25-9000,11640836,alexandersanchez.exemplars1,
politicalid,3,11640836,alexandersanchez.exemplars1,
education,9,11640836,alexandersanchez.exemplars1,
relfamily,agnostic,11640836,alexandersanchez.exemplars1,
gender,f,11640836,alexandersanchez.exemplars1,
religion,none,11640836,alexandersanchez.exemplars1,
state,ny,11640836,alexandersanchez.exemplars1,
citizenship,us,11640836,alexandersanchez.exemplars1,
residence,us,11640836,alexandersanchez.exemplars1,
raceethnic,white,11640836,alexandersanchez.exemplars1,
politicalid,1,11640837,alexandersanchez.exemplars1,
religionid,1,11640837,alexandersanchez.exemplars1,
birthmonth,10,11640837,alexandersanchez.exemplars1,
birthyear,2001,11640837,alexandersanchez.exemplars1,
education,5,11640837,alexandersanchez.exemplars1,
genoccupation,9998,11640837,alexandersanchez.exemplars1,
raceethnic,asian,11640837,alexandersanchez.exemplars1,
gender,f,11640837,alexandersanchez.exemplars1,
religion,none,11640837,alexandersanchez.exemplars1,
relfamily,othernone,11640837,alexandersanchez.exemplars1,
state,tx,11640837,alexandersanchez.exemplars1,
citizenship,us,11640837,alexandersanchez.exemplars1,
residence,us,11640837,alexandersanchez.exemplars1,
birthmonth,1,11640861,alexandersanchez.exemplars1,
religionid,1,11640861,alexandersanchez.exemplars1,
education,12,11640861,alexandersanchez.exemplars1,
birthyear,1971,11640861,alexandersanchez.exemplars1,
politicalid,2,11640861,alexandersanchez.exemplars1,
genoccupation,25-,11640861,alexandersanchez.exemplars1,
occupation,25-1000,11640861,alexandersanchez.exemplars1,
relfamily,agnostic,11640861,alexandersanchez.exemplars1,
state,id,11640861,alexandersanchez.exemplars1,
gender,m,11640861,alexandersanchez.exemplars1,
religion,none,11640861,alexandersanchez.exemplars1,
citizenship,us,11640861,alexandersanchez.exemplars1,
residence,us,11640861,alexandersanchez.exemplars1,
raceethnic,white,11640861,alexandersanchez.exemplars1,
genoccupation,11-,11640934,alexandersanchez.exemplars1,
occupation,Nov-00,11640934,alexandersanchez.exemplars1,
birthyear,1977,11640934,alexandersanchez.exemplars1,
birthmonth,5,11640934,alexandersanchez.exemplars1,
education,6,11640934,alexandersanchez.exemplars1,
relfamily,baptist,11640934,alexandersanchez.exemplars1,
gender,m,11640934,alexandersanchez.exemplars1,
politicalid,null,11640934,alexandersanchez.exemplars1,
religionid,null,11640934,alexandersanchez.exemplars1,
religion,protestant,11640934,alexandersanchez.exemplars1,
state,tx,11640934,alexandersanchez.exemplars1,
reldenom,unknownbaptist,11640934,alexandersanchez.exemplars1,
citizenship,us,11640934,alexandersanchez.exemplars1,
residence,us,11640934,alexandersanchez.exemplars1,
raceethnic,white,11640934,alexandersanchez.exemplars1,
politicalid,-2,11640958,alexandersanchez.exemplars1,
birthyear,1961,11640958,alexandersanchez.exemplars1,
genoccupation,23-,11640958,alexandersanchez.exemplars1,
occupation,23-2000,11640958,alexandersanchez.exemplars1,
birthmonth,3,11640958,alexandersanchez.exemplars1,
religionid,3,11640958,alexandersanchez.exemplars1,
education,9,11640958,alexandersanchez.exemplars1,
state,az,11640958,alexandersanchez.exemplars1,
gender,f,11640958,alexandersanchez.exemplars1,
relfamily,notlisted,11640958,alexandersanchez.exemplars1,
religion,otherrelig,11640958,alexandersanchez.exemplars1,
citizenship,us,11640958,alexandersanchez.exemplars1,
residence,us,11640958,alexandersanchez.exemplars1,
raceethnic,white,11640958,alexandersanchez.exemplars1,
religionid,1,11640975,alexandersanchez.exemplars1,
birthyear,1952,11640975,alexandersanchez.exemplars1,
politicalid,2,11640975,alexandersanchez.exemplars1,
genoccupation,27-,11640975,alexandersanchez.exemplars1,
birthmonth,7,11640975,alexandersanchez.exemplars1,
education,7,11640975,alexandersanchez.exemplars1,
religion,jewish,11640975,alexandersanchez.exemplars1,
gender,m,11640975,alexandersanchez.exemplars1,
occupation,null,11640975,alexandersanchez.exemplars1,
state,null,11640975,alexandersanchez.exemplars1,
relfamily,secular,11640975,alexandersanchez.exemplars1,
citizenship,us,11640975,alexandersanchez.exemplars1,
residence,us,11640975,alexandersanchez.exemplars1,
raceethnic,white,11640975,alexandersanchez.exemplars1,
politicalid,-2,11641019,alexandersanchez.exemplars1,
birthmonth,11,11641019,alexandersanchez.exemplars1,
birthyear,1977,11641019,alexandersanchez.exemplars1,
genoccupation,25-,11641019,alexandersanchez.exemplars1,
occupation,25-2000,11641019,alexandersanchez.exemplars1,
education,9,11641019,alexandersanchez.exemplars1,
gender,m,11641019,alexandersanchez.exemplars1,
religion,null,11641019,alexandersanchez.exemplars1,
religionid,null,11641019,alexandersanchez.exemplars1,
state,pa,11641019,alexandersanchez.exemplars1,
citizenship,us,11641019,alexandersanchez.exemplars1,
residence,us,11641019,alexandersanchez.exemplars1,
raceethnic,white,11641019,alexandersanchez.exemplars1,
politicalid,-2,11641031,alexandersanchez.exemplars1,
birthmonth,1,11641031,alexandersanchez.exemplars1,
birthyear,1988,11641031,alexandersanchez.exemplars1,
genoccupation,23-,11641031,alexandersanchez.exemplars1,
occupation,23-1000,11641031,alexandersanchez.exemplars1,
religionid,3,11641031,alexandersanchez.exemplars1,
education,7,11641031,alexandersanchez.exemplars1,
relfamily,baptist,11641031,alexandersanchez.exemplars1,
gender,m,11641031,alexandersanchez.exemplars1,
reldenom,null,11641031,alexandersanchez.exemplars1,
state,or,11641031,alexandersanchez.exemplars1,
religion,protestant,11641031,alexandersanchez.exemplars1,
citizenship,us,11641031,alexandersanchez.exemplars1,
residence,us,11641031,alexandersanchez.exemplars1,
raceethnic,white,11641031,alexandersanchez.exemplars1,
politicalid,0,11641041,alexandersanchez.exemplars1,
religionid,2,11641041,alexandersanchez.exemplars1,
birthyear,2002,11641041,alexandersanchez.exemplars1,
genoccupation,25-,11641041,alexandersanchez.exemplars1,
occupation,25-9000,11641041,alexandersanchez.exemplars1,
education,4,11641041,alexandersanchez.exemplars1,
birthmonth,5,11641041,alexandersanchez.exemplars1,
state,ca,11641041,alexandersanchez.exemplars1,
religion,catholic,11641041,alexandersanchez.exemplars1,
gender,f,11641041,alexandersanchez.exemplars1,
raceethnic,hispanic,11641041,alexandersanchez.exemplars1,
relfamily,romancatholic,11641041,alexandersanchez.exemplars1,
citizenship,us,11641041,alexandersanchez.exemplars1,
residence,us,11641041,alexandersanchez.exemplars1,
